bad_points,fraction,fracAbove,num_detected
80,0.45,0
80,0.5,0
80,0.55,0
80,0.6,0
80,0.65,0
80,0.7,0
80,0.75,0
80,0.8,0
80,0.85,0
80,0.9,0
80,0.95,0
85,0.1,1
85,0.15,1
85,0.2,1
85,0.25,1
85,0.3,0
85,0.35,0
85,0.4,0
85,0.45,0
85,0.5,0
85,0.55,0
85,0.6,0
85,0.65,0
85,0.7,0
85,0.75,0
85,0.8,0
85,0.85,0
85,0.9,0
85,0.95,0
90,0.1,1
90,0.15,1
90,0.2,1
90,0.25,1
90,0.3,1
90,0.35,0
90,0.4,0
90,0.45,0
90,0.5,0
90,0.55,0
90,0.6,0
90,0.65,0
90,0.7,0
90,0.75,0
90,0.8,0
90,0.85,0
90,0.9,0
90,0.95,0
95,0.1,1
95,0.15,1
95,0.2,1
95,0.25,1
95,0.3,1
95,0.35,1
95,0.4,0
95,0.45,0
95,0.5,0
95,0.55,0
95,0.6,0
95,0.65,0
95,0.7,0
95,0.75,0
95,0.8,0
95,0.85,0
95,0.9,0
95,0.95,0
100,0.1,1
100,0.15,1
100,0.2,1
100,0.25,1
100,0.3,1
100,0.35,1
100,0.4,0
100,0.45,0
100,0.5,0
100,0.55,0
100,0.6,0
100,0.65,0
100,0.7,0
100,0.75,0
100,0.8,0
100,0.85,0
100,0.9,0
100,0.95,0
105,0.1,1
105,0.15,1
105,0.2,1
105,0.25,1
105,0.3,1
105,0.35,1
105,0.4,1
105,0.45,0
105,0.5,0
105,0.55,0
105,0.6,0
105,0.65,0
105,0.7,0
105,0.75,0
105,0.8,0
105,0.85,0
105,0.9,0
105,0.95,0
110,0.1,1
110,0.15,1
110,0.2,1
110,0.25,1
110,0.3,1
110,0.35,1
110,0.4,1
110,0.45,1
110,0.5,0
110,0.55,0
110,0.6,0
110,0.65,0
110,0.7,0
110,0.75,0
110,0.8,0
110,0.85,0
110,0.9,0
110,0.95,0
115,0.1,1
115,0.15,1
115,0.2,1
115,0.25,1
115,0.3,1
115,0.35,1
115,0.4,1
115,0.45,1
115,0.5,0
115,0.55,0
115,0.6,0
115,0.65,0
115,0.7,0
115,0.75,0
115,0.8,0
115,0.85,0
115,0.9,0
115,0.95,0
120,0.1,1
120,0.15,1
120,0.2,1
120,0.25,1
120,0.3,1
120,0.35,1
120,0.4,1
120,0.45,1
120,0.5,1
120,0.55,0
120,0.6,0
120,0.65,0
120,0.7,0
120,0.75,0
120,0.8,0
120,0.85,0
120,0.9,0
120,0.95,0
125,0.1,1
125,0.15,1
125,0.2,1
125,0.25,1
125,0.3,1
125,0.35,1
125,0.4,1
125,0.45,1
125,0.5,1
125,0.55,0
125,0.6,0
125,0.65,0
125,0.7,0
125,0.75,0
125,0.8,0
125,0.85,0
125,0.9,0
125,0.95,0
130,0.1,1
130,0.15,1
130,0.2,1
130,0.25,1
130,0.3,1
130,0.35,1
130,0.4,1
130,0.45,1
130,0.5,1
130,0.55,1
130,0.6,0
130,0.65,0
130,0.7,0
130,0.75,0
130,0.8,0
130,0.85,0
130,0.9,0
130,0.95,0
135,0.1,1
135,0.15,1
135,0.2,1
135,0.25,1
135,0.3,1
135,0.35,1
135,0.4,1
135,0.45,1
135,0.5,1
135,0.55,1
135,0.6,0
135,0.65,0
135,0.7,0
135,0.75,0
135,0.8,0
135,0.85,0
135,0.9,0
135,0.95,0
140,0.1,1
140,0.15,1
140,0.2,1
140,0.25,1
140,0.3,1
140,0.35,1
140,0.4,1
140,0.45,1
140,0.5,1
140,0.55,1
140,0.6,1
140,0.65,0
140,0.7,0
140,0.75,0
140,0.8,0
140,0.85,0
140,0.9,0
140,0.95,0
145,0.1,1
145,0.15,1
145,0.2,1
145,0.25,1
145,0.3,1
145,0.35,1
145,0.4,1
145,0.45,1
145,0.5,1
145,0.55,1
145,0.6,1
145,0.65,0
145,0.7,0
145,0.75,0
145,0.8,0
145,0.85,0
145,0.9,0
145,0.95,0
150,0.1,1
150,0.15,1
150,0.2,1
150,0.25,1
150,0.3,1
150,0.35,1
150,0.4,1
150,0.45,1
150,0.5,1
150,0.55,1
150,0.6,1
150,0.65,0
150,0.7,0
150,0.75,0
150,0.8,0
150,0.85,0
150,0.9,0
150,0.95,0
155,0.1,1
155,0.15,1
155,0.2,1
155,0.25,1
155,0.3,1
155,0.35,1
155,0.4,1
155,0.45,1
155,0.5,1
155,0.55,1
155,0.6,1
155,0.65,1
155,0.7,0
155,0.75,0
155,0.8,0
155,0.85,0
155,0.9,0
155,0.95,0
160,0.1,1
160,0.15,1
160,0.2,1
160,0.25,1
160,0.3,1
160,0.35,1
160,0.4,1
160,0.45,1
160,0.5,1
160,0.55,1
160,0.6,1
160,0.65,1
160,0.7,1
160,0.75,0
160,0.8,0
160,0.85,0
160,0.9,0
160,0.95,0
165,0.1,1
165,0.15,1
165,0.2,1
165,0.25,1
165,0.3,1
165,0.35,1
165,0.4,1
165,0.45,1
165,0.5,1
165,0.55,1
165,0.6,1
165,0.65,1
165,0.7,1
165,0.75,0
165,0.8,0
165,0.85,0
165,0.9,0
165,0.95,0
170,0.1,1
170,0.15,1
170,0.2,1
170,0.25,1
170,0.3,1
170,0.35,1
170,0.4,1
170,0.45,1
170,0.5,1
170,0.55,1
170,0.6,1
170,0.65,1
170,0.7,1
170,0.75,0
170,0.8,0
170,0.85,0
170,0.9,0
170,0.95,0
175,0.1,1
175,0.15,1
175,0.2,1
175,0.25,1
175,0.3,1
175,0.35,1
175,0.4,1
175,0.45,1
175,0.5,1
175,0.55,1
175,0.6,1
175,0.65,1
175,0.7,1
175,0.75,0
175,0.8,0
175,0.85,0
175,0.9,0
175,0.95,0
180,0.1,1
180,0.15,1
180,0.2,1
180,0.25,1
180,0.3,1
180,0.35,1
180,0.4,1
180,0.45,1
180,0.5,1
180,0.55,1
180,0.6,1
180,0.65,1
180,0.7,1
180,0.75,1
180,0.8,0
180,0.85,0
180,0.9,0
180,0.95,0
185,0.1,1
185,0.15,1
185,0.2,1
185,0.25,1
185,0.3,1
185,0.35,1
185,0.4,1
185,0.45,1
185,0.5,1
185,0.55,1
185,0.6,1
185,0.65,1
185,0.7,1
185,0.75,1
185,0.8,1
185,0.85,0
185,0.9,0
185,0.95,0
190,0.1,1
190,0.15,1
190,0.2,1
190,0.25,1
190,0.3,1
190,0.35,1
190,0.4,1
190,0.45,1
190,0.5,1
190,0.55,1
190,0.6,1
190,0.65,1
190,0.7,1
190,0.75,1
190,0.8,1
190,0.85,1
190,0.9,0
190,0.95,0
195,0.1,1
195,0.15,1
195,0.2,1
195,0.25,1
195,0.3,1
195,0.35,1
195,0.4,1
195,0.45,1
195,0.5,1
195,0.55,1
195,0.6,1
195,0.65,1
195,0.7,1
195,0.75,1
195,0.8,1
195,0.85,1
195,0.9,0
195,0.95,0
200,0.1,1
200,0.15,1
200,0.2,1
200,0.25,1
200,0.3,1
200,0.35,1
200,0.4,1
200,0.45,1
200,0.5,1
200,0.55,1
200,0.6,1
200,0.65,1
200,0.7,1
200,0.75,1
200,0.8,1
200,0.85,1
200,0.9,0
200,0.95,0
